Predicted,Actual
6.545928487548478,5.981414211254481
6.971829385978705,7.069874128458572
7.637664065229627,7.719129840906732
7.683981486318158,7.719129840906732
7.6587903764577705,7.67368812926773
8.36256947547059,8.294299608857235
5.801773640914553,5.673323267171493
7.42402841933824,7.444833273892193
7.32833658377548,7.330405211844402
7.425323757871245,7.523481312573497
7.3453193835276025,7.226936018493289
7.871549156041915,7.67368812926773
7.952343597359552,7.824445930877619
7.155946910320211,7.313886831633462
6.999237374532151,7.048386408721883
7.183364105904092,6.933423025730715
6.60502185048381,6.692083742506628
7.736187258421665,8.006700845440367
7.9489738255945435,8.006700845440367
7.506934858390903,7.547501682814967
7.794110364166457,8.006700845440367
7.77945607912343,7.783640596221253
7.207450335411868,7.141245122350491
7.3188471163999615,7.164720378771857
7.800921572650417,7.8636512654486515
7.2589948515365785,7.078341579557671
7.894288295670159,7.762596048540069
6.360233551814478,6.311734809152915
7.189660778807629,7.3752557780097545
7.56443537728508,7.738923757439457
6.983540293417558,6.933423025730715
7.400920025644935,7.40184157874383
6.5636612594855785,6.55250788703459
6.539411888302733,6.486160788944089
8.013362512802049,8.006700845440367
7.938527573308913,8.188966863648876
7.23562633153317,6.846943139585379
6.793738989948626,7.00850518208228
7.7516063484037385,7.804251383528112
7.8905709820216545,8.03947991910045
6.811389094613773,6.733401891837359
6.684626654904038,6.61472560020376
6.651031019866979,6.726233402358747
7.915789633818079,7.955425088912672
7.070611831083517,7.170888478512505
7.403700996730813,7.409136443920128
7.59596603304311,7.409136443920128
6.527405231143483,6.289715570908998
7.641346041681063,7.576097340623111
6.376736733776204,6.546785410760524
6.9203386125985755,7.069874128458572
7.487466948272436,7.493317248862145
7.701336465366019,7.547501682814967
7.131565190433212,6.775366090936392
7.518904555893876,7.406103381237015
6.636093933898541,6.641182169740591
7.560919567701224,7.467942332285852
8.452729539215756,8.507344855361422
6.975523897936253,7.134890851565884
6.980913051527621,7.024649030453636
7.546867005110726,7.467942332285852
7.3823240622956,7.692113339595466
7.2581913687471875,6.990256500493881
7.773686039711381,7.783640596221253
6.690939662556531,6.692083742506628
7.848106219688658,7.8636512654486515
8.151706341402752,8.281723990411392
6.512332254950853,5.673323267171493
7.849830741314709,8.131824785007195
7.49066809843518,7.208600337960199
7.920597876398789,7.9676267393338165
7.065444650970911,7.0909098220799835
7.887798310710801,7.804251383528112
7.178856229281913,7.099201743553092
7.1754811984852624,7.086737934510577
6.996993507677988,6.846943139585379
7.235816696650233,7.208600337960199
7.777968891382575,7.783640596221253
8.78097134126726,8.981052985901483
7.386245602135131,7.919719760924575
7.194036373695787,6.878326468291325
7.508397167966522,7.588829878307813
7.344624107161707,7.155396301896734
7.599060754502991,7.438971592395862
7.832961360745515,7.588829878307813
7.517754982901478,7.576097340623111
7.435368327441133,7.00397413672268
7.77402994084025,7.719129840906732
7.825134052299693,7.732369222284388
7.4701503728649365,7.576097340623111
6.58207119301572,6.68586094706836
7.561994515859285,7.59890045687141
7.500730378524013,7.365812837209472
7.76135910392468,7.67368812926773
6.690939662556531,6.692083742506628
7.824519415410151,7.694392802629421
7.530670978935402,7.409136443920128
6.843448236955119,6.951772164398911
7.451542134824502,7.424165281042028
7.089719971559399,6.903747257584598
7.550245649004774,7.568379267836522
7.954269372602133,7.989899374942939
7.000194022464213,7.2813856635702825
7.791815951575506,8.005033344637111
7.639491124802139,7.685243607975833
7.119052610579147,6.8308742346461795
7.787894775365706,7.741099090035366
7.92753001566573,7.919719760924575
7.751963114962743,7.78155595923534
7.1128387650941285,7.223295679562314
7.762829580336559,7.824445930877619
6.353405907241927,6.302618975744905
7.621464321466121,7.685243607975833
7.56391823360378,7.467942332285852
7.9621236923773,8.03947991910045
7.265548036302362,7.523481312573497
7.390016134113373,7.3752557780097545
7.539771132330844,7.59890045687141
7.8873486640634525,7.824445930877619
7.500902984307862,7.346655163176539
7.846667540547469,7.741099090035366
7.6864839474350255,7.824445930877619
8.123963769961104,7.937731775260109
7.833141889365671,7.824445930877619
7.083830028032671,6.928537818164665
7.614719122462115,8.101980731853192
6.569829313598666,6.559615237493242
7.58643279912074,7.650168700845001
6.379193492987803,6.53813982376767
7.250488279923063,7.438971592395862
7.731701232465063,7.719129840906732
7.068439496877897,7.155396301896734
7.517540089830616,7.3783837129967145
7.473117449818561,7.496097345175956
7.859246386689594,8.086717920303906
7.685979702233021,7.67368812926773
7.379781290598648,7.438971592395862
7.742269599867034,7.762596048540069
7.327470672337929,7.241366283322318
7.235615832344961,7.300472814267799
7.84988331957514,7.650168700845001
8.268102825545585,8.46611040118692
6.597795905807546,6.621405651764134
7.562400045507976,7.4360278163518485
7.207301737589966,7.3783837129967145
7.218774311841983,6.957497370876951
7.907145002367716,7.989899374942939
7.378043154189251,7.295735072749282
6.127122889385017,6.163314804034641
7.527569016355691,7.16703787691222
7.925705443273921,8.086717920303906
6.7007572270615094,7.107425474110705
7.296797494197899,7.085901464365611
7.360526615773215,7.601402334583733
7.531626724618209,6.883462586413092
7.307212551673159,7.280008252884188
7.3953413627597895,6.9975959829819265
7.254705263812573,7.362645270417825
7.953986037437051,8.086717920303906
7.3980828963092415,7.415175109613295
7.6484533268027555,7.601402334583733
7.831438626625635,7.917900586327916
6.827748666090419,6.720220155135295
6.94225785478436,6.811244378601294
6.788864633976134,6.779921907472252
7.466140469950299,7.2196420401307355
7.370641808599279,7.3752557780097545
7.287691429969013,7.4360278163518485
7.6364451868403345,7.576097340623111
7.794652149186917,7.741099090035366
7.11909290373918,7.241366283322318
6.927761768081056,6.999422467507961
7.464949446539076,7.467942332285852
7.600348193794892,7.547501682814967
8.273856742068633,8.188966863648876
7.584527978974444,7.694392802629421
7.692882955198551,7.696667081526462
8.122258786373909,8.412054873292933
7.862461374022042,7.59890045687141
7.4351290720919945,7.0909098220799835
7.499637861073813,7.576097340623111
8.191326340862428,8.517393171418904
7.841035156635486,7.719129840906732
7.854639314678664,7.696667081526462
7.374080727188098,7.601402334583733
7.3354918808921665,7.4360278163518485
6.555238457387184,6.539585955617669
7.559553010636527,7.59890045687141
7.287318105583131,7.01211529430638
7.592508395683725,7.762596048540069
7.322628706023379,6.824373670043086
7.538470177101522,7.762596048540069
7.422019662012816,7.362645270417825
7.415684603237176,7.4360278163518485
6.947725384882333,6.628041376179533
7.012908344804063,7.00397413672268
7.041923671645114,7.409136443920128
7.701225484787594,7.665284718471351
7.311859922209297,7.3752557780097545
7.366772566106979,7.3783837129967145
6.108772966557587,5.942799375126701
7.068439496877897,7.155396301896734
7.420139077514468,7.3752557780097545
7.349551561890476,7.601402334583733
6.746264306465851,6.55250788703459
7.9265717740380826,7.989899374942939
7.05457766877247,7.523481312573497
8.0333262394086,8.006700845440367
8.092228246432706,8.343077871169383
7.548863183196742,7.523481312573497
7.624959754237156,7.547501682814967
7.966621821528396,7.919719760924575
7.720303729927247,7.226936018493289
7.913300026573161,8.006700845440367
6.959594591560939,6.621405651764134
7.227126725622967,7.741099090035366
7.361968645199667,7.365812837209472
6.807731682221399,6.580639137284949
7.8813166631858955,7.937731775260109
7.167977497623879,7.077498053569231
7.558489044339868,7.650168700845001
7.869789787137575,7.650168700845001
6.891860000319352,6.530877627725885
8.025718351610616,7.901377353792616
7.100086059362651,7.086737934510577
7.492225162263834,7.53689712956617
6.470436749337452,6.51025834052315
6.997925775745436,6.660575149839686
7.663768794419359,7.67368812926773
7.917033336623585,7.919719760924575
7.8406359561685335,7.824445930877619
8.2078734628587,8.412054873292933
6.689202077770146,6.98100574072173
6.32700876043426,6.16541785423142
7.0151435526428605,6.6293632534374485
7.155946910320211,7.313886831633462
7.234221056226551,6.803505257608338
7.310481140284029,7.467942332285852
7.766287202995437,7.824445930877619
7.69847369371976,7.741099090035366
7.734683898274305,7.601402334583733
7.523571106614888,7.346655163176539
7.795373440566444,7.824445930877619
7.155606132357743,6.883462586413092
7.85602566763555,8.160803920954665
6.592718401525757,6.6293632534374485
6.707442162319491,6.803505257608338
7.502540362310059,7.467942332285852
7.4047903839142775,7.601402334583733
6.5477894696787,6.53813982376767
7.144338050698924,7.550135342488429
7.6624552447628975,7.576097340623111
7.572985538676581,7.7475968386928855
6.930566144436936,6.883462586413092
7.938115689415132,7.919719760924575
6.518678777556605,6.679599185844383
7.78717664768519,7.762596048540069
7.817343087395686,7.824445930877619
7.703450302326085,7.601402334583733
7.763189711462619,7.783640596221253
6.7760619803090005,6.672032945461067
8.11489793038677,8.160803920954665
6.840391311829848,6.962243464266207
7.734926109091337,7.824445930877619
7.328362416584908,7.493317248862145
7.939113917840324,7.824445930877619
7.857972176608943,7.804251383528112
7.87283449897978,7.824445930877619
7.293954330992623,7.313886831633462
6.884958703897258,6.787844982309579
6.845005592554707,6.769641976852503
7.33033392299692,7.601402334583733
6.94966020133288,6.976348070447749
7.935755759632707,7.955425088912672
8.59633060385261,8.46611040118692
7.841929213499918,7.601402334583733
7.46781625251067,7.493317248862145
7.88068903720134,7.895808377083183
8.204558749680054,8.281723990411392
6.539411888302733,6.52795791762255
7.817890559333842,7.919719760924575
8.412582624443905,8.25608813381491
6.363251583374579,6.19644412779452
6.127598636233529,6.26530121273771
6.165333656447534,6.102558594613569
7.674368391686522,7.67368812926773
7.082590615379891,7.170888478512505
7.727029136765949,7.62608275807238
7.91811213797538,7.719129840906732
6.390152084116497,6.928537818164665
7.897979102578676,8.055475141757274
7.903752013849269,7.824445930877619
7.264752429510043,6.8885724595653635
7.821875166172061,7.8636512654486515
7.781993078618735,7.804251383528112
6.6043608342329225,6.516193076042964
6.787688051199647,6.85751406254539
8.040184275736491,8.006700845440367
7.27103609171823,7.824445930877619
7.755735094012847,7.824445930877619
7.423329823669221,7.496097345175956
6.742255689248985,6.79794041297493
7.559864940061348,7.804251383528112
6.506459357315898,6.432940092739179
7.470734097257047,7.824445930877619
7.3618115596877916,7.3783837129967145
8.102760593183556,7.989899374942939
7.859461067088488,7.919719760924575
7.9266644668451445,7.783640596221253
7.338866603039507,7.67368812926773
6.702855278012538,6.752270376141742
7.411116386792313,7.16703787691222
7.861231102630565,7.897668150726906
6.03454600199367,5.981414211254481
8.14462746706701,8.281723990411392
7.166436694064238,7.283448228756631
6.178425681150636,6.311734809152915
7.776091425606425,7.822444729489319
8.065326471235023,8.131824785007195
7.874389006928068,7.824445930877619
8.047843791945267,8.086717920303906
7.971782019482487,7.824445930877619
7.036346474867306,6.734591659972948
7.708842628567403,7.741099090035366
7.080820900008481,6.871091294610546
7.021926489053788,7.241366283322318
7.735669120717693,7.719129840906732
7.866249684143706,8.281723990411392
7.479517632408118,7.330405211844402
7.4715392847075455,7.3752557780097545
7.524676104887932,7.282073658093465
7.122092381838189,7.07326971745971
7.864380511770429,7.935945103353701
7.698159233657507,7.687538766201629
7.625369815233198,7.280008252884188
7.050432394378556,6.78105762593618
6.713233572950829,6.8308742346461795
7.515283277067582,7.650168700845001
7.316183345896625,7.814399633804487
7.587584976945023,8.37816098272068
7.878198478280277,8.160803920954665
7.152702168514042,7.221105098182496
8.039998289185627,8.294049640102028
7.547494346975411,7.547501682814967
6.827598105864833,6.742880635791903
7.22775427731401,7.3783837129967145
7.068439496877897,7.155396301896734
7.431549787000838,7.696667081526462
6.763856587430306,6.616065185132817
7.4757305601737,7.68017564043659
7.429301161039669,7.67368812926773
8.36025089765374,8.902591637374087
6.758436364336918,7.00397413672268
8.339811231721907,8.35490952835879
8.125450133496555,8.160803920954665
5.884303279393915,6.175867270105761
8.123968801273922,8.006700845440367
6.925406091190748,7.057036981697891
6.175670990980478,6.133398042996649
7.361006650975062,7.824445930877619
6.560729068965203,6.539585955617669
8.153192510163803,8.131824785007195
7.773576062677853,7.804251383528112
7.143276260909736,6.952728644624869
7.272758553024914,7.135687347028144
6.345030336988193,6.398594934535208
6.484284990396216,6.675823221634848
7.040167438870051,6.775366090936392
6.761098554745428,6.4425401664681985
7.348100417068009,7.1316985104669115
7.109473653556591,7.257002707092073
6.625733040293138,6.661854740545311
7.3965745725064584,7.576097340623111
7.600302829879289,7.719129840906732
7.885961875404613,7.8636512654486515
7.096357653263082,7.00397413672268
7.548402550423103,7.244941546337007
7.494500324823252,7.696667081526462
8.274034083374044,8.006700845440367
7.325227149057965,7.080867896690782
6.5035175608006535,6.431331081933479
7.8127307078139205,7.783640596221253
8.356371463593725,8.343077871169383
7.366974949711734,7.048386408721883
7.182346200530962,7.2305631534092925
6.727169854721662,6.92951677076365
7.749085321018165,8.055475141757274
7.3759806042186735,7.119635638017636
6.698548699726182,6.7226297948554485
7.004457163870785,7.00397413672268
7.7985423031071,7.844240718141811
7.0756432023690365,7.409136443920128
7.053344988302591,7.048386408721883
7.267548243923833,7.280008252884188
7.543690425482489,7.719129840906732
7.678842512831498,7.67368812926773
7.238899208179419,7.346655163176539
6.148753925451697,6.175867270105761
7.526904815489854,7.313886831633462
7.6155749344957115,7.919719760924575
8.227375523245431,8.229777750081887
8.281297388019492,8.29054350077274
7.211947304715836,7.143617602704121
7.4639697525314395,7.576097340623111
7.681681478791525,7.3938782901077555
7.518064617246595,7.346655163176539
7.626200879866223,7.438383530044307
7.288852621498094,7.16703787691222
7.544770853446246,7.576097340623111
6.524126365829831,6.55250788703459
7.128552160972142,6.90875477931522
7.299392320872549,6.859614903654202
7.601136455843536,7.576097340623111
6.213750689657975,6.16541785423142
7.161308772205637,7.111512116496157
7.92540348629244,8.047509510981422
7.714830615868663,7.696667081526462
7.492324442294772,7.496097345175956
7.648870101646089,7.696667081526462
7.2707895167155385,7.531552381407289
6.482074534166142,6.300785794663244
7.9736873964078026,8.03947991910045
7.990642460205603,8.294299608857235
6.920763902825105,7.078341579557671
7.532742757210874,7.719129840906732
7.603772231163923,8.006700845440367
6.298408729774447,6.566672429803241
6.536778647972184,6.478509642208569
8.330401747901725,8.294299608857235
7.721810012225534,7.719129840906732
7.890653740117846,7.62608275807238
8.3611765761265,8.294299608857235
7.460364992240611,7.362645270417825
7.152356888231081,7.523481312573497
8.098536938064678,8.005033344637111
7.231982503659215,7.310550158534422
7.487861822178221,7.696667081526462
7.934412127043039,8.006700845440367
7.813463522867823,7.844240718141811
7.464698367912717,7.719129840906732
7.551476463373326,7.467942332285852
